PDB_ID,Chain,CATH,N,Fmax_[e/A],Dmax_[A],Lmax_[A],lambda
1c2e,A,2.40.10.10,223,3.3,119.16,140.25,0.11
1iqj,A,2.40.10.10,235,1.89,160.2,156.25,0.15
2a4g,A,2.40.10.10,181,1.9,477.85,473.75,0.68
1k1i,A,2.40.10.10,223,3.34,110.78,133,0.1
1eld,E,2.40.10.10,240,2.17,179.81,179.25,0.17
2any,A,2.40.10.10,238,2.12,176.01,172.25,0.16
1y3x,A,2.40.10.10,223,3.35,111.59,132.75,0.1
2ei8,A,2.40.10.10,233,2.12,180.72,180,0.17
1p04,A,2.40.10.10,198,2.57,158.78,179.75,0.19
1dxw,A,2.40.10.10,165,2.12,426.39,439.75,0.67
1y3v,A,2.40.10.10,223,3.35,111.8,132.75,0.1
1cso,E,2.40.10.10,185,2.37,271.15,296,0.38
1uvo,A,2.40.10.10,240,2.37,172.95,177.75,0.16
1shy,A,2.40.10.10,228,2.17,163.33,161,0.16
1qa7,A,2.40.10.10,213,1.73,520.73,515,0.63
1tpo,A,2.40.10.10,223,3.34,112.42,134,0.1
3rp2,A,2.40.10.10,224,1.9,210.72,207.5,0.22
2ei6,A,2.40.10.10,233,2.12,181.17,178.5,0.17
2sfa,A,2.40.10.10,191,2.12,277.8,299,0.37
1f92,A,2.40.10.10,247,2.12,187.09,185.75,0.17
1mts,A,2.40.10.10,223,3.34,123.26,144.25,0.11
2gdd,A,2.40.10.10,243,2.13,169.59,172,0.16
1kxf,A,2.40.10.10,159,1.71,165.1,154.5,0.23
1ds2,E,2.40.10.10,185,2.47,272,297.25,0.38
1dy9,A,2.40.10.10,175,1.89,330.73,335.25,0.48
2phb,A,2.40.10.10,234,2.15,185.94,184.75,0.18
1iqe,A,2.40.10.10,235,2.15,189.14,189,0.18
1dy8,A,2.40.10.10,175,2.46,460.25,472.75,0.68
1sgd,E,2.40.10.10,185,2.46,127.12,151.5,0.17
2a7j,A,2.40.10.10,240,2.46,174.26,181.75,0.16
1mmj,N,2.40.10.10,240,2.15,180.16,180.25,0.17
1sge,E,2.40.10.10,185,2.46,134.45,158.25,0.18
1tpp,A,2.40.10.10,223,3.21,111.22,130,0.1
1avx,A,2.40.10.10,223,3.21,109.85,128.5,0.1
1p10,A,2.40.10.10,198,2.56,156.68,179.5,0.19
1p01,A,2.40.10.10,198,2.56,289.19,311.25,0.37
1c9t,A,2.40.10.10,223,3.19,119.86,139.75,0.11
1t31,A,2.40.10.10,226,2.15,257.67,256,0.27
1ct4,E,2.40.10.10,185,2.46,130.69,156.25,0.17
2nu3,E,2.40.10.10,185,2.37,410.75,432.75,0.58
1iqf,A,2.40.10.10,235,2.16,188.84,189,0.18
1v2o,T,2.40.10.10,223,3.23,122.15,142.5,0.11
1bt7,A,2.40.10.10,165,1.71,423.27,413,0.66
1gvl,A,2.40.10.10,223,4.07,114.91,132.75,0.09
1hay,B,2.40.10.10,240,2.17,177.56,177.75,0.17
1v2r,T,2.40.10.10,223,3.29,113.15,132.75,0.1
1rxp,A,2.40.10.10,223,3.29,112.72,132.75,0.1
2g5v,A,2.40.10.10,223,2.14,190,188,0.19
2cga,A,2.40.10.10,245,2.74,149.52,169.5,0.14
2ull,A,2.40.10.10,198,2.65,155.49,176.75,0.19
1v2q,T,2.40.10.10,223,3.26,112.88,132,0.1
2oq5,A,2.40.10.10,232,2.14,183.49,189.75,0.18
1iqg,A,2.40.10.10,235,2.14,187.71,189,0.18
1v2t,T,2.40.10.10,223,3.24,113.37,132,0.1
1eax,A,2.40.10.10,241,2.16,177.62,185,0.17
1boq,A,2.40.10.10,198,2.15,150.59,166,0.18
1z7k,A,2.40.10.10,223,3.23,110.73,131.25,0.1
1esa,A,2.40.10.10,240,2.16,178.96,182,0.17
1nes,E,2.40.10.10,240,2.16,180.06,180.25,0.17
1op2,A,2.40.10.10,234,2.36,172,176.25,0.17
1o2l,A,2.40.10.10,223,3.41,123.23,144,0.11
2foc,A,2.40.10.10,240,2.19,178.92,180.25,0.17
1gi6,A,2.40.10.10,223,3.4,113.94,134.5,0.1
2tio,A,2.40.10.10,223,3.39,114.98,136.5,0.1
1zsj,A,2.40.10.10,238,2.19,287.28,284,0.29
1eau,A,2.40.10.10,240,2.19,178.23,178.5,0.17
1qnj,A,2.40.10.10,240,2.38,181.5,184.75,0.17
1gi0,A,2.40.10.10,223,3.39,111,131.75,0.1
1oss,A,2.40.10.10,223,2.35,181.61,185.75,0.19
2g8t,A,2.40.10.10,223,2.09,190.41,187.25,0.19
1azz,A,2.40.10.10,226,2.09,177.07,179.5,0.18
8est,E,2.40.10.10,240,2.19,182.25,180.75,0.17
2cmy,A,2.40.10.10,223,1.44,53.75,41.75,0.03
1dua,A,2.40.10.10,242,2.07,293.64,282.25,0.29
5lpr,A,2.40.10.10,198,2.19,140.63,154.25,0.17
1hne,E,2.40.10.10,218,2.09,175.08,173,0.18
1l4d,A,2.40.10.10,249,2.58,192.75,208.75,0.18
1zom,A,2.40.10.10,237,2.19,182.95,181.75,0.17
1tps,A,2.40.10.10,223,3.4,111.01,133.5,0.1
1mbq,A,2.40.10.10,220,3.79,106.85,133.75,0.09
1nn6,A,2.40.10.10,222,2.2,371.76,366.5,0.41
2fs8,A,2.40.10.10,243,2.2,172.49,174.25,0.16
1c1m,A,2.40.10.10,240,2.08,180.12,179.5,0.17
1sqo,A,2.40.10.10,245,2.2,168.74,172.5,0.15
2otv,A,2.40.10.10,223,3.4,130.15,152,0.12
2d8w,A,2.40.10.10,220,3.4,111.88,133.25,0.1
1tgb,A,2.40.10.10,223,3.4,110.8,132,0.1
2g52,A,2.40.10.10,224,2.2,170.2,177.75,0.17
3sgb,E,2.40.10.10,185,2.35,133.44,156.5,0.17
1btw,A,2.40.10.10,223,3.4,121.88,144.25,0.11
1tab,E,2.40.10.10,223,3.4,112.69,134.5,0.1
1az8,A,2.40.10.10,223,3.4,114.23,133.25,0.1
1c2m,A,2.40.10.10,223,3.4,110.7,132.5,0.1
3sga,E,2.40.10.10,181,2.48,128.31,154.25,0.17
1f0t,A,2.40.10.10,223,3.4,122.65,143.5,0.11
2g51,A,2.40.10.10,224,2.09,169.61,174.75,0.17
1tx7,A,2.40.10.10,223,3.38,111.46,133.75,0.1
1o34,A,2.40.10.10,223,3.38,130.91,152.75,0.12
1v2s,T,2.40.10.10,223,3.37,110.27,131.5,0.1
1y59,T,2.40.10.10,223,2.1,187.03,187.25,0.19
2ptn,A,2.40.10.10,223,3.37,120.87,143.5,0.11
1iqn,A,2.40.10.10,235,2.1,186.33,186.5,0.18
2sgq,E,2.40.10.10,185,2.45,128.62,153.5,0.17
1gbk,A,2.40.10.10,198,2.57,159.32,179.75,0.19
2a7h,A,2.40.10.10,223,3.96,114.73,142.75,0.1
1bma,A,2.40.10.10,240,2.11,180,180.25,0.17
1lto,A,2.40.10.10,243,2.45,170.88,177.25,0.16
1agj,A,2.40.10.10,242,2.11,294.69,282.5,0.29
1k1j,A,2.40.10.10,223,3.52,125.39,148.5,0.11
1k2i,1,2.40.10.10,236,2.74,137.7,161.25,0.13
1o2h,A,2.40.10.10,223,3.35,123.62,144.75,0.11
1ylc,A,2.40.10.10,223,1.88,186.04,182.75,0.19
3sgq,E,2.40.10.10,185,2.17,127.67,147.25,0.17
1hav,A,2.40.10.10,216,1.9,534.05,527,0.64
1gba,A,2.40.10.10,198,2.55,158.41,179.75,0.19
1exf,A,2.40.10.10,241,2.1,294.5,282.25,0.29
1o31,A,2.40.10.10,223,3.38,130.59,153.5,0.12
2g4u,A,2.40.10.10,240,2.38,181.15,185,0.17
1tfx,A,2.40.10.10,223,3.38,110.29,133.75,0.1
2f3c,E,2.40.10.10,221,3.88,113.45,141,0.1
4est,E,2.40.10.10,240,2.1,180.56,176.75,0.17
1o32,A,2.40.10.10,223,3.38,114.16,134.5,0.1
1c2i,A,2.40.10.10,223,3.38,122.79,144.75,0.11
1mtu,A,2.40.10.10,223,3.38,121.55,144,0.11
1ce5,A,2.40.10.10,223,3.37,130.24,152.75,0.12
2gmt,A,2.40.10.10,236,2.45,138.49,157.5,0.14
1o3a,A,2.40.10.10,223,3.37,123.03,144,0.11
4sga,E,2.40.10.10,181,2.36,126.78,151.25,0.17
1v2m,T,2.40.10.10,223,3.37,110.18,133,0.1
1iqh,A,2.40.10.10,235,2.1,185.88,187.25,0.18
1gbm,A,2.40.10.10,198,2.45,288.05,307.75,0.37
1y5a,T,2.40.10.10,223,2.1,187.41,189,0.19
1qa0,A,2.40.10.10,223,3.35,124.64,146.5,0.11
1max,A,2.40.10.10,223,3.54,112.45,138.5,0.1
1tni,A,2.40.10.10,223,3.53,113.46,138.25,0.1
3tgk,E,2.40.10.10,217,3.53,107.14,126.25,0.09
1k1l,A,2.40.10.10,223,3.53,133.46,156,0.12
1j17,T,2.40.10.10,223,3.53,111.84,134.5,0.1
1qgf,A,2.40.10.10,240,2.29,181.26,183,0.17
1taw,A,2.40.10.10,223,3.53,113.69,138.5,0.1
2gkv,A,2.40.10.10,185,2.59,418.81,446.5,0.59
2ayw,A,2.40.10.10,223,3.6,113.2,137.25,0.1
1qqu,A,2.40.10.10,223,3.52,113.2,137.25,0.1
2bdi,A,2.40.10.10,219,2,185.76,180.25,0.19
4pro,A,2.40.10.10,198,2.6,153.63,176.25,0.18
3tgj,E,2.40.10.10,215,3.58,113.09,136.5,0.1
1j14,A,2.40.10.10,223,3.58,111.82,136.5,0.1
1e37,B,2.40.10.10,240,2.29,282.74,284.75,0.29
1e36,B,2.40.10.10,240,2.26,178.88,180.25,0.17
9lpr,A,2.40.10.10,198,2.26,151.77,167.75,0.18
1o2v,A,2.40.10.10,223,3.6,112.75,139.25,0.1
1c1r,A,2.40.10.10,223,3.57,112.98,135.75,0.1
1sgr,E,2.40.10.10,185,2.42,128.88,153.5,0.17
1ane,A,2.40.10.10,223,3.61,113.28,139.25,0.1
2oc0,A,2.40.10.10,181,1.97,478.64,475.5,0.68
1tx6,A,2.40.10.10,223,3.64,111.65,138.75,0.1
1orf,A,2.40.10.10,232,2.26,151.38,152.75,0.14
2a4q,A,2.40.10.10,181,1.99,347.6,342.8,0.48
1c9p,A,2.40.10.10,222,3.65,114.13,137.5,0.1
1c2j,A,2.40.10.10,223,3.53,113.08,135.75,0.1
2nu0,E,2.40.10.10,185,2.42,266.34,289.75,0.37
2hrv,A,2.40.10.10,139,1.94,55.05,60,0.06
2iln,A,2.40.10.10,223,3.58,115.41,139.25,0.1
1p02,A,2.40.10.10,198,2.52,289.37,311.5,0.37
1anb,A,2.40.10.10,223,3.65,111.52,136.5,0.1
1bju,A,2.40.10.10,223,3.65,113.75,140.5,0.1
1c5u,A,2.40.10.10,223,3.58,111.67,135.75,0.1
1tnj,A,2.40.10.10,223,3.52,113.5,138.25,0.1
2ptc,E,2.40.10.10,223,3.58,112.79,137,0.1
1lqe,A,2.40.10.10,223,3.66,114.81,138.25,0.1
1e38,B,2.40.10.10,240,2.26,181.84,183.25,0.17
1qy6,A,2.40.10.10,216,1.97,211.18,210.25,0.23
1gi2,A,2.40.10.10,223,3.52,113.38,136.5,0.1
1jrs,A,2.40.10.10,223,3.52,124.83,147.75,0.11
2fm2,A,2.40.10.10,181,2.33,484.31,484,0.69
1tng,A,2.40.10.10,223,3.51,113.89,138.25,0.1
1h9i,E,2.40.10.10,223,3.66,110.39,135.25,0.09
1gbl,A,2.40.10.10,198,2.25,158.31,177,0.19
1jir,A,2.40.10.10,223,3.51,132.88,155.5,0.12
1lvy,A,2.40.10.10,240,2.29,184.96,186,0.17
2bdb,A,2.40.10.10,240,1.82,193,189.25,0.18
1rtl,A,2.40.10.10,180,1.97,477.53,476.5,0.69
1fle,E,2.40.10.10,240,2.26,182.11,183.25,0.17
1zhr,A,2.40.10.10,238,2.26,179.05,175,0.16
1bzx,E,2.40.10.10,222,3.58,111.66,135.25,0.1
1v2u,T,2.40.10.10,223,3.52,110.41,135.25,0.1
1yyy,1,2.40.10.10,223,3.52,132.51,156,0.12
1tnl,A,2.40.10.10,223,3.66,114.31,139,0.1
1elf,A,2.40.10.10,240,2.26,180.26,183.5,0.17
1c1n,A,2.40.10.10,223,3.52,122.16,145.75,0.11
1p05,A,2.40.10.10,198,2.31,151.69,168,0.18
1c5s,A,2.40.10.10,223,3.52,122.28,145.75,0.11
1tgn,A,2.40.10.10,222,3.66,112.59,130.5,0.09
1elc,A,2.40.10.10,240,1.95,182.19,176.75,0.17
1x7a,C,2.40.10.10,235,2,332.77,327.25,0.35
2in2,A,2.40.10.10,182,1.79,146.34,139,0.17
2gv7,A,2.40.10.10,241,2.85,175.49,191.25,0.17
1ep5,A,2.40.10.10,157,1.62,154.53,139.5,0.21
1cqq,A,2.40.10.10,180,1.81,132.99,128.5,0.16
1gi4,A,2.40.10.10,223,3.54,113.1,137,0.1
1tgc,A,2.40.10.10,223,3.54,113.53,135.75,0.1
1k1o,A,2.40.10.10,223,3.54,113.21,135.75,0.1
1sgy,E,2.40.10.10,185,2.42,123.79,145.25,0.16
1fy8,E,2.40.10.10,215,3.63,112.84,127.75,0.09
1nc6,A,2.40.10.10,223,3.54,109.94,135.25,0.1
1gbj,A,2.40.10.10,198,2.42,155.2,176.75,0.19
4sgb,E,2.40.10.10,185,2.33,126.41,148.75,0.16
2b0f,A,2.40.10.10,182,1.98,298.12,293,0.4
1qcp,A,2.40.10.10,223,3.54,110.08,135.25,0.1
1ddj,A,2.40.10.10,247,2.52,167.84,184.75,0.16
1j16,A,2.40.10.10,223,3.63,111.45,136.5,0.1
1o3b,A,2.40.10.10,223,3.54,123.17,147,0.11
1and,A,2.40.10.10,223,3.56,112.23,136.5,0.1
1s0q,A,2.40.10.10,223,3.54,112.75,135.75,0.1
1l4z,A,2.40.10.10,248,2.32,156.59,168.5,0.14
3btg,E,2.40.10.10,222,3.55,112.15,132.75,0.1
6lpr,A,2.40.10.10,198,2.32,159.44,178.5,0.19
1tio,A,2.40.10.10,223,3.55,113.68,138.75,0.1
1n6y,A,2.40.10.10,223,3.55,133.95,158.75,0.12
1a1r,A,2.40.10.10,152,1.81,374.65,373,0.63
2a4o,A,2.40.10.10,212,1.98,523.38,525.75,0.64
1tx8,A,2.40.10.10,223,3.56,112.87,138.75,0.1
1ghz,A,2.40.10.10,223,3.54,112.73,135.75,0.1
1tnh,A,2.40.10.10,223,3.56,113.05,138.25,0.1
1hb0,B,2.40.10.10,240,2.32,178.49,181,0.17
1ql9,A,2.40.10.10,223,3.62,110.69,136,0.1
1ex3,A,2.40.10.10,245,2.8,137.62,160,0.13
2btc,E,2.40.10.10,223,3.56,113.73,137,0.1
2g55,A,2.40.10.10,223,3.56,112.99,138.75,0.1
1cgj,E,2.40.10.10,245,2.69,139.82,160.75,0.13
1qb9,A,2.40.10.10,223,3.54,112.94,137.25,0.1
1qtf,A,2.40.10.10,246,1.99,319.76,309,0.31
1fmg,A,2.40.10.10,223,3.62,115.11,139,0.1
2a4r,A,2.40.10.10,181,1.99,484.21,477.25,0.69
1g9i,E,2.40.10.10,223,3.55,133.66,157,0.12
1gbb,A,2.40.10.10,198,2.6,159.3,179.5,0.19
1c2d,A,2.40.10.10,223,3.61,133.62,159.5,0.12
1zzz,A,2.40.10.10,223,3.57,122.83,147,0.11
1dsu,A,2.40.10.10,228,1.99,167,166,0.16
1b0f,A,2.40.10.10,218,1.8,175.97,170.75,0.18
1g3b,A,2.40.10.10,223,3.54,132.3,155.75,0.12
1iqm,A,2.40.10.10,235,1.94,188.07,186.25,0.18
2lpr,A,2.40.10.10,198,2.26,287.37,306.5,0.37
2bza,A,2.40.10.10,223,3.54,113.67,135.25,0.1
1gbi,A,2.40.10.10,198,2.31,157.6,176.75,0.19
1u6q,A,2.40.10.10,245,2.27,171.47,176.5,0.16
2de9,A,2.40.10.10,240,2.33,178.62,181.25,0.17
2h9h,A,2.40.10.10,212,1.98,340.29,344,0.4
1ntp,A,2.40.10.10,223,3.62,113.96,139,0.1
1gbc,A,2.40.10.10,198,2.69,292.63,312.25,0.38
1tyn,A,2.40.10.10,223,3.56,113.09,136.5,0.1
2cxv,A,2.40.10.10,212,1.99,159.81,163,0.17
1os8,A,2.40.10.10,223,2.33,460.28,467.5,0.53
2oin,A,2.40.10.10,151,1.98,370.98,374,0.63
1avw,A,2.40.10.10,223,3.54,111.48,134.75,0.1
1n6x,A,2.40.10.10,223,3.54,124.26,149,0.11
1rgq,A,2.40.10.10,154,1.8,384.43,379,0.64
1ep6,A,2.40.10.10,157,1.46,118.42,105.75,0.15
1svp,A,2.40.10.10,160,1.58,170.73,150.5,0.23
1ppe,E,2.40.10.10,223,3.61,113.91,138,0.1
1e34,B,2.40.10.10,240,2.24,175.98,178.5,0.16
1jrt,A,2.40.10.10,223,3.48,115.92,137.5,0.1
1qb1,A,2.40.10.10,223,3.48,122.33,145.25,0.11
8lpr,A,2.40.10.10,198,2.23,127.95,145.75,0.15
1p03,A,2.40.10.10,198,2.29,148.2,166,0.18
2trm,A,2.40.10.10,223,3.6,112.83,138,0.1
1o2k,A,2.40.10.10,223,3.5,135.34,158.5,0.13
2sgf,E,2.40.10.10,185,2.24,129.88,148.75,0.17
2f9u,A,2.40.10.10,183,1.77,352.87,347.25,0.48
1fzz,A,2.40.10.10,240,2.24,182.1,181.25,0.17
1utl,M,2.40.10.10,222,3.69,113.09,137.75,0.1
1c5r,A,2.40.10.10,223,3.5,122.23,145.75,0.11
1btp,A,2.40.10.10,223,3.69,113.16,138,0.1
1ele,E,2.40.10.10,240,1.96,179.89,175.75,0.17
1hv7,A,2.40.10.10,240,2.23,179.62,182,0.17
1c2l,A,2.40.10.10,223,3.6,125.86,149.5,0.11
1oxg,A,2.40.10.10,241,2.79,140.81,163,0.14
2nwn,A,2.40.10.10,240,2.41,171.98,175.75,0.16
1gvz,A,2.40.10.10,237,2.96,113.62,129.5,0.09
1c2h,A,2.40.10.10,223,3.5,110.22,135.25,0.1
1gbt,A,2.40.10.10,223,3.6,122.65,147.75,0.11
2tgt,A,2.40.10.10,223,3.59,111.08,125.5,0.09
1jxp,A,2.40.10.10,177,1.61,376.01,374.25,0.54
1tnk,A,2.40.10.10,223,3.71,113.45,139,0.1
2agi,A,2.40.10.10,223,3.59,134.64,158.5,0.13
1anc,A,2.40.10.10,223,3.69,110.72,137.25,0.1
5ptp,A,2.40.10.10,222,3.49,111.32,132,0.1
1ns3,A,2.40.10.10,178,1.69,468.52,463.75,0.68
1btz,A,2.40.10.10,223,3.49,114.48,138.25,0.1
1mtv,A,2.40.10.10,223,3.7,112.17,139.5,0.1
2zck,H,2.40.10.10,237,2.71,190.48,197.75,0.18
1utm,A,2.40.10.10,222,3.48,114.66,135.75,0.1
2oua,A,2.40.10.10,188,2.96,141.63,169,0.18
1o33,A,2.40.10.10,223,3.49,131.97,155,0.12
1co7,E,2.40.10.10,223,3.7,110.72,138,0.1
1ct2,E,2.40.10.10,185,2.41,413.75,437.75,0.58
1gi5,A,2.40.10.10,223,3.48,123.21,146.75,0.11
1gbd,A,2.40.10.10,198,2.3,157.62,176.25,0.19
2iot,A,2.40.10.10,240,1.92,164.89,161.75,0.15
2tgp,I,2.40.10.10,223,3.55,113.04,123.25,0.09
1may,A,2.40.10.10,223,3.5,113.69,138.5,0.1
1uvp,A,2.40.10.10,240,2.24,174.75,179,0.16
2nu1,E,2.40.10.10,185,2.43,128.44,154.25,0.17
2sta,E,2.40.10.10,222,3.7,114.34,138,0.1
1o2i,A,2.40.10.10,223,3.5,131.23,155.25,0.12
1fni,A,2.40.10.10,223,3.49,113.25,135.75,0.1
3ptb,A,2.40.10.10,223,3.49,111.41,134.75,0.1
1rjx,B,2.40.10.10,243,2.41,154.21,167.25,0.14
1aq7,A,2.40.10.10,223,3.59,123.21,148.75,0.11
2obq,A,2.40.10.10,180,1.96,480.85,476.25,0.69
2age,A,2.40.10.10,223,3.59,123.25,148.5,0.11
1zpz,A,2.40.10.10,233,2.25,274.4,274,0.28
2a7c,A,2.40.10.10,240,2.25,178.37,181.75,0.17
1gct,A,2.40.10.10,236,2.78,137.12,162.25,0.13
1mzd,A,2.40.10.10,240,2.01,200.37,172.5,0.17
1dpo,A,2.40.10.10,223,3.58,120.72,145.5,0.11
2nu2,E,2.40.10.10,185,2.42,128.27,154.25,0.17
1owe,A,2.40.10.10,245,2.29,171.32,174.75,0.16
2zch,H,2.40.10.10,237,2.25,190.41,190.75,0.18
1kxb,A,2.40.10.10,158,1.62,161.94,153.75,0.23
1c5v,A,2.40.10.10,223,3.71,115,140,0.1
1vj9,U,2.40.10.10,247,2.23,174.88,172.5,0.15
2snw,A,2.40.10.10,158,1.52,163.89,155.5,0.23
2hal,A,2.40.10.10,212,1.96,522.94,525.75,0.64
1xxf,A,2.40.10.10,237,2.25,279.62,279,0.28
1y3y,A,2.40.10.10,223,3.67,111.88,139.25,0.1
1ykt,A,2.40.10.10,223,1.97,186.24,184.25,0.19
3tpi,I,2.40.10.10,223,3.6,123.61,135.5,0.1
1btu,A,2.40.10.10,240,2.31,179.22,181,0.17
1bui,A,2.40.10.10,247,2.52,202.48,214,0.19
1j15,A,2.40.10.10,223,3.6,112.61,136.5,0.1
1btx,A,2.40.10.10,223,3.51,126.07,148.25,0.11
1c2f,A,2.40.10.10,223,3.51,110.27,135.25,0.1
1f2s,E,2.40.10.10,223,3.41,110.69,133.5,0.1
1v6d,A,2.40.10.10,223,3.51,110.64,135,0.1
1f0u,A,2.40.10.10,223,3.48,110.37,135.5,0.1
2bd9,A,2.40.10.10,240,1.79,193.99,188.75,0.18
1brb,E,2.40.10.10,223,3.59,111.86,136.5,0.1
1sgf,A,2.40.10.10,203,2.01,321.31,321.5,0.39
1o2w,A,2.40.10.10,223,3.5,123.98,147,0.11
1v2p,T,2.40.10.10,223,3.5,121.89,145.5,0.11
1iqk,A,2.40.10.10,235,1.93,381.47,379,0.41
1ql7,A,2.40.10.10,223,3.59,112.02,139,0.1
1c1q,A,2.40.10.10,223,3.5,121.94,145.75,0.11
2vin,A,2.40.10.10,248,2.29,233.46,234.25,0.22
1yld,A,2.40.10.10,223,1.96,186.77,184.25,0.19
1kxa,A,2.40.10.10,158,1.63,160.47,154.75,0.23
1gi1,A,2.40.10.10,223,3.5,113.81,136.5,0.1
1xuh,A,2.40.10.10,223,3.69,115.41,140,0.1
1op0,A,2.40.10.10,234,2.54,201.85,209.75,0.2
1pph,E,2.40.10.10,223,3.41,120.7,141.75,0.11
1sqa,A,2.40.10.10,245,2.25,168.88,174,0.15
1mza,A,2.40.10.10,240,2.23,295.14,267.25,0.28
2oqu,A,2.40.10.10,240,2.29,183.45,185.25,0.17
1o3f,A,2.40.10.10,223,3.51,132.42,156.25,0.12
2ea3,A,2.40.10.10,183,2.82,144.35,170.25,0.19
2sgp,E,2.40.10.10,185,2.51,141.69,159.5,0.19
1mct,A,2.40.10.10,223,3.5,112.08,135.25,0.1
2h6m,A,2.40.10.10,212,1.96,158.93,162.75,0.17
2oc7,A,2.40.10.10,181,2.01,484.44,477.25,0.69
1n1l,A,2.40.10.120,180,2.04,478.99,479,0.69
2p59,A,2.40.10.120,151,2.04,370.24,377.5,0.63
2f9u,A,2.40.10.120,183,1.77,352.87,347.25,0.48
2obq,A,2.40.10.120,180,1.96,480.85,476.25,0.69
1a1r,A,2.40.10.120,152,1.81,374.65,373,0.63
2a4r,A,2.40.10.120,181,1.99,484.21,477.25,0.69
1rgq,A,2.40.10.120,154,1.8,384.43,379,0.64
2oc7,A,2.40.10.120,181,2.01,484.44,477.25,0.69
1jxp,A,2.40.10.120,177,1.61,376.01,374.25,0.54
1rtl,A,2.40.10.120,180,1.97,477.53,476.5,0.69
1bef,A,2.40.10.120,177,1.09,198.17,180,0.26
2a4q,A,2.40.10.120,181,1.99,347.6,342.8,0.48
2oc0,A,2.40.10.120,181,1.97,478.64,475.5,0.68
2fm2,A,2.40.10.120,181,2.33,484.31,484,0.69
1dxp,A,2.40.10.120,175,2.05,465.39,468.25,0.69
1dy9,A,2.40.10.120,175,1.89,330.73,335.25,0.48
2oin,A,2.40.10.120,151,1.98,370.98,374,0.63
1ns3,A,2.40.10.120,178,1.69,468.52,463.75,0.68
2a4g,A,2.40.10.120,181,1.9,477.85,473.75,0.68
1dy8,A,2.40.10.120,175,2.46,460.25,472.75,0.68
1dxw,A,2.40.10.120,165,2.12,426.39,439.75,0.67
1bt7,A,2.40.10.120,165,1.71,423.27,413,0.66
1k0h,A,2.40.10.180,117,1.35,205.78,204.25,0.44
1ywu,A,2.40.10.220,125,2.01,270.66,265.5,0.54
1cwb,A,2.40.100.10,165,1.54,119.6,132.25,0.18
1m9y,A,2.40.100.10,165,1.61,143.17,160,0.22
1m9f,A,2.40.100.10,165,1.66,130.59,148,0.2
1a58,A,2.40.100.10,177,1.9,137.66,148,0.18
1vdn,A,2.40.100.10,161,1.35,111.12,123,0.17
1qoi,A,2.40.100.10,173,1.6,136.06,139.5,0.18
1cwi,A,2.40.100.10,165,1.62,131.78,145.5,0.2
1w74,A,2.40.100.10,171,1.53,123.89,132,0.17
1cwa,A,2.40.100.10,165,1.65,133.37,146.5,0.2
1cwk,A,2.40.100.10,165,1.6,144.3,158.25,0.22
2cpl,A,2.40.100.10,164,1.62,114.53,133.75,0.17
2nul,A,2.40.100.10,163,1.47,121.58,140.25,0.19
1awv,A,2.40.100.10,164,1.52,118.34,133,0.18
2bit,X,2.40.100.10,164,1.62,126.68,142.5,0.19
1awt,A,2.40.100.10,160,1.5,133.09,149,0.21
1cwc,A,2.40.100.10,165,1.6,129.28,144.75,0.19
1w8v,A,2.40.100.10,165,1.5,121.67,133,0.18
3cys,A,2.40.100.10,165,1.38,117,124.75,0.17
1c5f,A,2.40.100.10,177,1.89,133.05,142.75,0.17
2biu,X,2.40.100.10,164,1.65,127.33,142.5,0.19
2cyh,A,2.40.100.10,164,1.62,115.86,134.75,0.18
1w8l,A,2.40.100.10,165,1.52,141.14,152.75,0.21
1xq7,A,2.40.100.10,166,1.62,131.17,134.75,0.18
1rmh,A,2.40.100.10,164,1.42,126.87,140.75,0.19
5cyh,A,2.40.100.10,164,1.64,116,134.75,0.18
2esl,A,2.40.100.10,181,1.56,177.53,194,0.25
1cwf,A,2.40.100.10,165,1.64,142.54,157.25,0.21
1fgl,A,2.40.100.10,165,1.58,120.58,134,0.18
1qnh,A,2.40.100.10,169,1.74,135.8,148.5,0.2
1e3b,A,2.40.100.10,172,1.85,144.41,157.75,0.2
1cwm,A,2.40.100.10,165,1.64,142,157.25,0.21
1m9e,A,2.40.100.10,164,1.77,126.1,141.75,0.19
1awu,A,2.40.100.10,164,1.54,115.98,133.25,0.18
2rmc,A,2.40.100.10,182,1.54,179.86,193.75,0.25
1dyw,A,2.40.100.10,172,1.86,143.78,161.5,0.21
1awq,A,2.40.100.10,164,1.67,126.49,145.75,0.2
3cyh,A,2.40.100.10,164,1.56,114.12,133.25,0.17
1a33,A,2.40.100.10,174,2.04,123.33,142.75,0.17
1nmk,A,2.40.100.10,165,1.68,118.62,132,0.17
1z81,A,2.40.100.10,186,1.76,178.18,178.5,0.23
1lop,A,2.40.100.10,164,1.48,125.54,142.5,0.2
1oca,A,2.40.100.10,165,1.65,121.31,136,0.18
1cwj,A,2.40.100.10,165,1.61,120.19,134,0.18
2rma,A,2.40.100.10,165,1.62,119.25,133,0.18
1e8k,A,2.40.100.10,172,1.84,144.3,157.75,0.2
1ak4,A,2.40.100.10,165,1.79,121.08,137.5,0.18
1m9x,A,2.40.100.10,165,1.54,130.47,146.75,0.2
1xyh,A,2.40.100.10,160,1.33,129.63,137.5,0.2
1vbt,A,2.40.100.10,164,1.46,127.48,140.5,0.2
1cwo,A,2.40.100.10,165,1.48,130.95,144,0.2
